id,job_role,skills_required,experience_years,level,job_description
623,Web Developer,"HTML, CSS, JavaScript, Responsive Design",0,Fresher,"Knowledge of HTML, CSS, and JavaScript with ability to build responsive websites and understand basic frontend frameworks."
624,Data Analyst,"Excel, SQL, Statistics Basics",0,Fresher,"Ability to work with Excel and SQL to clean, analyze, and present data insights."
625,Java Developer,"Java, OOPs, Basics of SQL",0,Fresher,"Understanding of Java fundamentals, OOP concepts, and basic database connectivity."
626,Data Scientist,"Python, Statistics, Pandas, NumPy, Machine Learning",0,Fresher,"Strong foundation in Python, statistics, and machine learning concepts. Ability to analyze data, build basic models, and visualize insights."
627,Python Developer,"Python, Django, REST APIs, PostgreSQL",6,Experienced,"Experience developing backend applications, APIs, and automation using Python frameworks."
628,DevOps Engineer,"AWS, Docker, Kubernetes, CI/CD",3,Experienced,"Experience managing CI/CD pipelines, containerization, and cloud infrastructure."
629,Data Scientist,"Python, Machine Learning, Deep Learning, SQL, TensorFlow, AWS",4,Experienced,"Hands-on experience in machine learning, deep learning, model deployment, and large-scale data analysis using Python and cloud tools."
630,Cloud Engineer,"Cloud Fundamentals, Networking",0,Fresher,"Understanding of cloud concepts, networking, and virtualization."
631,Data Analyst,"Excel, SQL, Statistics Basics",0,Fresher,"Ability to work with Excel and SQL to clean, analyze, and present data insights."
632,Python Developer,"Python, Git, Flask Basics",0,Fresher,"Basic knowledge of Python programming, scripting, and version control systems."
633,Data Analyst,"Excel, SQL, Statistics Basics",0,Fresher,"Ability to work with Excel and SQL to clean, analyze, and present data insights."
634,DevOps Engineer,"Linux, Git, Cloud Basics",0,Fresher,"Basic understanding of Linux, version control, and cloud fundamentals."
635,Data Analyst,"SQL, Power BI, Data Visualization",3,Experienced,"Experience creating dashboards, reports, and insights using BI tools and advanced SQL."
636,Java Developer,"Java, OOPs, Basics of SQL",0,Fresher,"Understanding of Java fundamentals, OOP concepts, and basic database connectivity."
637,Python Developer,"Python, Git, Flask Basics",0,Fresher,"Basic knowledge of Python programming, scripting, and version control systems."
638,Data Scientist,"Python, Statistics, Pandas, NumPy, Machine Learning",0,Fresher,"Strong foundation in Python, statistics, and machine learning concepts. Ability to analyze data, build basic models, and visualize insights."
639,Data Scientist,"Python, Statistics, Pandas, NumPy, Machine Learning",0,Fresher,"Strong foundation in Python, statistics, and machine learning concepts. Ability to analyze data, build basic models, and visualize insights."
640,Cloud Engineer,"AWS, Azure, Terraform, Cloud Security",4,Experienced,Experience designing and maintaining cloud infrastructure with security best practices.
641,Web Developer,"React, Node.js, MongoDB, REST APIs",3,Experienced,Experience building scalable web applications using modern frontend and backend frameworks and REST APIs.
642,Cloud Engineer,"Cloud Fundamentals, Networking",0,Fresher,"Understanding of cloud concepts, networking, and virtualization."
643,Data Analyst,"Excel, SQL, Statistics Basics",0,Fresher,"Ability to work with Excel and SQL to clean, analyze, and present data insights."
644,Python Developer,"Python, Django, REST APIs, PostgreSQL",3,Experienced,"Experience developing backend applications, APIs, and automation using Python frameworks."
645,Cloud Engineer,"AWS, Azure, Terraform, Cloud Security",3,Experienced,Experience designing and maintaining cloud infrastructure with security best practices.
646,Software Tester,"Manual Testing, Test Cases, SDLC",0,Fresher,"Knowledge of software testing life cycle, test cases, and manual testing techniques."
647,Data Analyst,"SQL, Power BI, Data Visualization",6,Experienced,"Experience creating dashboards, reports, and insights using BI tools and advanced SQL."
648,Java Developer,"Java, OOPs, Basics of SQL",0,Fresher,"Understanding of Java fundamentals, OOP concepts, and basic database connectivity."
649,Cloud Engineer,"AWS, Azure, Terraform, Cloud Security",5,Experienced,Experience designing and maintaining cloud infrastructure with security best practices.
650,Data Analyst,"Excel, SQL, Statistics Basics",0,Fresher,"Ability to work with Excel and SQL to clean, analyze, and present data insights."
651,Java Developer,"Java, OOPs, Basics of SQL",0,Fresher,"Understanding of Java fundamentals, OOP concepts, and basic database connectivity."
652,Java Developer,"Java, Spring Boot, Hibernate, MySQL",4,Experienced,"Experience in developing enterprise applications using Spring Boot, Hibernate, and relational databases."
653,Python Developer,"Python, Git, Flask Basics",0,Fresher,"Basic knowledge of Python programming, scripting, and version control systems."
654,Data Analyst,"Excel, SQL, Statistics Basics",0,Fresher,"Ability to work with Excel and SQL to clean, analyze, and present data insights."
655,Data Scientist,"Python, Machine Learning, Deep Learning, SQL, TensorFlow, AWS",4,Experienced,"Hands-on experience in machine learning, deep learning, model deployment, and large-scale data analysis using Python and cloud tools."
656,Data Analyst,"SQL, Power BI, Data Visualization",5,Experienced,"Experience creating dashboards, reports, and insights using BI tools and advanced SQL."
657,Data Scientist,"Python, Statistics, Pandas, NumPy, Machine Learning",0,Fresher,"Strong foundation in Python, statistics, and machine learning concepts. Ability to analyze data, build basic models, and visualize insights."
658,DevOps Engineer,"AWS, Docker, Kubernetes, CI/CD",5,Experienced,"Experience managing CI/CD pipelines, containerization, and cloud infrastructure."
659,DevOps Engineer,"Linux, Git, Cloud Basics",0,Fresher,"Basic understanding of Linux, version control, and cloud fundamentals."
660,Cloud Engineer,"AWS, Azure, Terraform, Cloud Security",5,Experienced,Experience designing and maintaining cloud infrastructure with security best practices.
661,Data Scientist,"Python, Machine Learning, Deep Learning, SQL, TensorFlow, AWS",5,Experienced,"Hands-on experience in machine learning, deep learning, model deployment, and large-scale data analysis using Python and cloud tools."
662,DevOps Engineer,"Linux, Git, Cloud Basics",0,Fresher,"Basic understanding of Linux, version control, and cloud fundamentals."
663,DevOps Engineer,"AWS, Docker, Kubernetes, CI/CD",3,Experienced,"Experience managing CI/CD pipelines, containerization, and cloud infrastructure."
664,Software Tester,"Manual Testing, Test Cases, SDLC",0,Fresher,"Knowledge of software testing life cycle, test cases, and manual testing techniques."
665,Cloud Engineer,"Cloud Fundamentals, Networking",0,Fresher,"Understanding of cloud concepts, networking, and virtualization."
666,Data Analyst,"Excel, SQL, Statistics Basics",0,Fresher,"Ability to work with Excel and SQL to clean, analyze, and present data insights."
667,Data Analyst,"Excel, SQL, Statistics Basics",0,Fresher,"Ability to work with Excel and SQL to clean, analyze, and present data insights."
668,DevOps Engineer,"AWS, Docker, Kubernetes, CI/CD",4,Experienced,"Experience managing CI/CD pipelines, containerization, and cloud infrastructure."
669,Cloud Engineer,"Cloud Fundamentals, Networking",0,Fresher,"Understanding of cloud concepts, networking, and virtualization."
670,Cloud Engineer,"AWS, Azure, Terraform, Cloud Security",4,Experienced,Experience designing and maintaining cloud infrastructure with security best practices.
671,Python Developer,"Python, Django, REST APIs, PostgreSQL",6,Experienced,"Experience developing backend applications, APIs, and automation using Python frameworks."
672,Data Analyst,"SQL, Power BI, Data Visualization",2,Experienced,"Experience creating dashboards, reports, and insights using BI tools and advanced SQL."
673,Web Developer,"React, Node.js, MongoDB, REST APIs",6,Experienced,Experience building scalable web applications using modern frontend and backend frameworks and REST APIs.
674,Web Developer,"React, Node.js, MongoDB, REST APIs",4,Experienced,Experience building scalable web applications using modern frontend and backend frameworks and REST APIs.
675,DevOps Engineer,"Linux, Git, Cloud Basics",0,Fresher,"Basic understanding of Linux, version control, and cloud fundamentals."
676,Python Developer,"Python, Django, REST APIs, PostgreSQL",4,Experienced,"Experience developing backend applications, APIs, and automation using Python frameworks."
677,Cloud Engineer,"Cloud Fundamentals, Networking",0,Fresher,"Understanding of cloud concepts, networking, and virtualization."
678,Python Developer,"Python, Git, Flask Basics",0,Fresher,"Basic knowledge of Python programming, scripting, and version control systems."
679,DevOps Engineer,"Linux, Git, Cloud Basics",0,Fresher,"Basic understanding of Linux, version control, and cloud fundamentals."
680,Software Tester,"Manual Testing, Test Cases, SDLC",0,Fresher,"Knowledge of software testing life cycle, test cases, and manual testing techniques."
681,Cloud Engineer,"Cloud Fundamentals, Networking",0,Fresher,"Understanding of cloud concepts, networking, and virtualization."
682,Data Analyst,"SQL, Power BI, Data Visualization",5,Experienced,"Experience creating dashboards, reports, and insights using BI tools and advanced SQL."
683,Data Analyst,"Excel, SQL, Statistics Basics",0,Fresher,"Ability to work with Excel and SQL to clean, analyze, and present data insights."
684,Web Developer,"React, Node.js, MongoDB, REST APIs",6,Experienced,Experience building scalable web applications using modern frontend and backend frameworks and REST APIs.
685,Data Scientist,"Python, Machine Learning, Deep Learning, SQL, TensorFlow, AWS",3,Experienced,"Hands-on experience in machine learning, deep learning, model deployment, and large-scale data analysis using Python and cloud tools."
686,Software Tester,"Manual Testing, Test Cases, SDLC",0,Fresher,"Knowledge of software testing life cycle, test cases, and manual testing techniques."
687,Data Analyst,"Excel, SQL, Statistics Basics",0,Fresher,"Ability to work with Excel and SQL to clean, analyze, and present data insights."
688,Python Developer,"Python, Django, REST APIs, PostgreSQL",5,Experienced,"Experience developing backend applications, APIs, and automation using Python frameworks."
689,Cloud Engineer,"Cloud Fundamentals, Networking",0,Fresher,"Understanding of cloud concepts, networking, and virtualization."
690,Software Tester,"Selenium, Automation Testing, JIRA",6,Experienced,"Experience in automation testing, frameworks, and defect tracking tools."
691,DevOps Engineer,"Linux, Git, Cloud Basics",0,Fresher,"Basic understanding of Linux, version control, and cloud fundamentals."
692,Software Tester,"Manual Testing, Test Cases, SDLC",0,Fresher,"Knowledge of software testing life cycle, test cases, and manual testing techniques."
693,DevOps Engineer,"AWS, Docker, Kubernetes, CI/CD",2,Experienced,"Experience managing CI/CD pipelines, containerization, and cloud infrastructure."
694,Python Developer,"Python, Django, REST APIs, PostgreSQL",5,Experienced,"Experience developing backend applications, APIs, and automation using Python frameworks."
695,Web Developer,"React, Node.js, MongoDB, REST APIs",6,Experienced,Experience building scalable web applications using modern frontend and backend frameworks and REST APIs.
696,Data Scientist,"Python, Machine Learning, Deep Learning, SQL, TensorFlow, AWS",2,Experienced,"Hands-on experience in machine learning, deep learning, model deployment, and large-scale data analysis using Python and cloud tools."
697,Java Developer,"Java, OOPs, Basics of SQL",0,Fresher,"Understanding of Java fundamentals, OOP concepts, and basic database connectivity."
698,Cloud Engineer,"Cloud Fundamentals, Networking",0,Fresher,"Understanding of cloud concepts, networking, and virtualization."
699,DevOps Engineer,"AWS, Docker, Kubernetes, CI/CD",6,Experienced,"Experience managing CI/CD pipelines, containerization, and cloud infrastructure."
700,Java Developer,"Java, OOPs, Basics of SQL",0,Fresher,"Understanding of Java fundamentals, OOP concepts, and basic database connectivity."
701,Data Scientist,"Python, Statistics, Pandas, NumPy, Machine Learning",0,Fresher,"Strong foundation in Python, statistics, and machine learning concepts. Ability to analyze data, build basic models, and visualize insights."
702,DevOps Engineer,"Linux, Git, Cloud Basics",0,Fresher,"Basic understanding of Linux, version control, and cloud fundamentals."
703,Data Scientist,"Python, Machine Learning, Deep Learning, SQL, TensorFlow, AWS",4,Experienced,"Hands-on experience in machine learning, deep learning, model deployment, and large-scale data analysis using Python and cloud tools."
704,Python Developer,"Python, Git, Flask Basics",0,Fresher,"Basic knowledge of Python programming, scripting, and version control systems."
705,Data Scientist,"Python, Machine Learning, Deep Learning, SQL, TensorFlow, AWS",5,Experienced,"Hands-on experience in machine learning, deep learning, model deployment, and large-scale data analysis using Python and cloud tools."
706,Software Tester,"Manual Testing, Test Cases, SDLC",0,Fresher,"Knowledge of software testing life cycle, test cases, and manual testing techniques."
707,DevOps Engineer,"AWS, Docker, Kubernetes, CI/CD",6,Experienced,"Experience managing CI/CD pipelines, containerization, and cloud infrastructure."
708,Python Developer,"Python, Django, REST APIs, PostgreSQL",2,Experienced,"Experience developing backend applications, APIs, and automation using Python frameworks."
709,Cloud Engineer,"Cloud Fundamentals, Networking",0,Fresher,"Understanding of cloud concepts, networking, and virtualization."
710,Python Developer,"Python, Django, REST APIs, PostgreSQL",3,Experienced,"Experience developing backend applications, APIs, and automation using Python frameworks."
711,Cloud Engineer,"AWS, Azure, Terraform, Cloud Security",3,Experienced,Experience designing and maintaining cloud infrastructure with security best practices.
712,Data Scientist,"Python, Machine Learning, Deep Learning, SQL, TensorFlow, AWS",5,Experienced,"Hands-on experience in machine learning, deep learning, model deployment, and large-scale data analysis using Python and cloud tools."
713,Data Scientist,"Python, Statistics, Pandas, NumPy, Machine Learning",0,Fresher,"Strong foundation in Python, statistics, and machine learning concepts. Ability to analyze data, build basic models, and visualize insights."
714,Data Analyst,"Excel, SQL, Statistics Basics",0,Fresher,"Ability to work with Excel and SQL to clean, analyze, and present data insights."
715,Data Scientist,"Python, Statistics, Pandas, NumPy, Machine Learning",0,Fresher,"Strong foundation in Python, statistics, and machine learning concepts. Ability to analyze data, build basic models, and visualize insights."
716,Java Developer,"Java, Spring Boot, Hibernate, MySQL",5,Experienced,"Experience in developing enterprise applications using Spring Boot, Hibernate, and relational databases."
717,DevOps Engineer,"AWS, Docker, Kubernetes, CI/CD",4,Experienced,"Experience managing CI/CD pipelines, containerization, and cloud infrastructure."
718,Data Scientist,"Python, Machine Learning, Deep Learning, SQL, TensorFlow, AWS",5,Experienced,"Hands-on experience in machine learning, deep learning, model deployment, and large-scale data analysis using Python and cloud tools."
719,Data Analyst,"Excel, SQL, Statistics Basics",0,Fresher,"Ability to work with Excel and SQL to clean, analyze, and present data insights."
720,Data Analyst,"Excel, SQL, Statistics Basics",0,Fresher,"Ability to work with Excel and SQL to clean, analyze, and present data insights."
721,Data Analyst,"SQL, Power BI, Data Visualization",4,Experienced,"Experience creating dashboards, reports, and insights using BI tools and advanced SQL."
722,Java Developer,"Java, OOPs, Basics of SQL",0,Fresher,"Understanding of Java fundamentals, OOP concepts, and basic database connectivity."
723,Java Developer,"Java, OOPs, Basics of SQL",0,Fresher,"Understanding of Java fundamentals, OOP concepts, and basic database connectivity."
724,DevOps Engineer,"Linux, Git, Cloud Basics",0,Fresher,"Basic understanding of Linux, version control, and cloud fundamentals."
725,Java Developer,"Java, OOPs, Basics of SQL",0,Fresher,"Understanding of Java fundamentals, OOP concepts, and basic database connectivity."
726,Python Developer,"Python, Django, REST APIs, PostgreSQL",4,Experienced,"Experience developing backend applications, APIs, and automation using Python frameworks."
727,Java Developer,"Java, OOPs, Basics of SQL",0,Fresher,"Understanding of Java fundamentals, OOP concepts, and basic database connectivity."
728,Web Developer,"HTML, CSS, JavaScript, Responsive Design",0,Fresher,"Knowledge of HTML, CSS, and JavaScript with ability to build responsive websites and understand basic frontend frameworks."
729,Python Developer,"Python, Django, REST APIs, PostgreSQL",2,Experienced,"Experience developing backend applications, APIs, and automation using Python frameworks."
730,DevOps Engineer,"AWS, Docker, Kubernetes, CI/CD",4,Experienced,"Experience managing CI/CD pipelines, containerization, and cloud infrastructure."
731,Software Tester,"Manual Testing, Test Cases, SDLC",0,Fresher,"Knowledge of software testing life cycle, test cases, and manual testing techniques."
732,DevOps Engineer,"Linux, Git, Cloud Basics",0,Fresher,"Basic understanding of Linux, version control, and cloud fundamentals."
733,Java Developer,"Java, Spring Boot, Hibernate, MySQL",3,Experienced,"Experience in developing enterprise applications using Spring Boot, Hibernate, and relational databases."
734,Web Developer,"HTML, CSS, JavaScript, Responsive Design",0,Fresher,"Knowledge of HTML, CSS, and JavaScript with ability to build responsive websites and understand basic frontend frameworks."
735,Java Developer,"Java, OOPs, Basics of SQL",0,Fresher,"Understanding of Java fundamentals, OOP concepts, and basic database connectivity."
736,Cloud Engineer,"Cloud Fundamentals, Networking",0,Fresher,"Understanding of cloud concepts, networking, and virtualization."
737,Data Scientist,"Python, Statistics, Pandas, NumPy, Machine Learning",0,Fresher,"Strong foundation in Python, statistics, and machine learning concepts. Ability to analyze data, build basic models, and visualize insights."
738,Cloud Engineer,"AWS, Azure, Terraform, Cloud Security",4,Experienced,Experience designing and maintaining cloud infrastructure with security best practices.
739,Software Tester,"Manual Testing, Test Cases, SDLC",0,Fresher,"Knowledge of software testing life cycle, test cases, and manual testing techniques."
740,Java Developer,"Java, Spring Boot, Hibernate, MySQL",5,Experienced,"Experience in developing enterprise applications using Spring Boot, Hibernate, and relational databases."
741,DevOps Engineer,"AWS, Docker, Kubernetes, CI/CD",6,Experienced,"Experience managing CI/CD pipelines, containerization, and cloud infrastructure."
742,Web Developer,"HTML, CSS, JavaScript, Responsive Design",0,Fresher,"Knowledge of HTML, CSS, and JavaScript with ability to build responsive websites and understand basic frontend frameworks."
743,Web Developer,"HTML, CSS, JavaScript, Responsive Design",0,Fresher,"Knowledge of HTML, CSS, and JavaScript with ability to build responsive websites and understand basic frontend frameworks."
744,Data Analyst,"Excel, SQL, Statistics Basics",0,Fresher,"Ability to work with Excel and SQL to clean, analyze, and present data insights."
745,Cloud Engineer,"AWS, Azure, Terraform, Cloud Security",5,Experienced,Experience designing and maintaining cloud infrastructure with security best practices.
746,Data Scientist,"Python, Machine Learning, Deep Learning, SQL, TensorFlow, AWS",6,Experienced,"Hands-on experience in machine learning, deep learning, model deployment, and large-scale data analysis using Python and cloud tools."
747,Software Tester,"Manual Testing, Test Cases, SDLC",0,Fresher,"Knowledge of software testing life cycle, test cases, and manual testing techniques."
748,Python Developer,"Python, Django, REST APIs, PostgreSQL",4,Experienced,"Experience developing backend applications, APIs, and automation using Python frameworks."
749,Data Analyst,"Excel, SQL, Statistics Basics",0,Fresher,"Ability to work with Excel and SQL to clean, analyze, and present data insights."
750,Cloud Engineer,"AWS, Azure, Terraform, Cloud Security",4,Experienced,Experience designing and maintaining cloud infrastructure with security best practices.
751,Python Developer,"Python, Django, REST APIs, PostgreSQL",3,Experienced,"Experience developing backend applications, APIs, and automation using Python frameworks."
752,Cloud Engineer,"Cloud Fundamentals, Networking",0,Fresher,"Understanding of cloud concepts, networking, and virtualization."
753,Software Tester,"Selenium, Automation Testing, JIRA",3,Experienced,"Experience in automation testing, frameworks, and defect tracking tools."
754,Data Scientist,"Python, Machine Learning, Deep Learning, SQL, TensorFlow, AWS",5,Experienced,"Hands-on experience in machine learning, deep learning, model deployment, and large-scale data analysis using Python and cloud tools."
755,Web Developer,"HTML, CSS, JavaScript, Responsive Design",0,Fresher,"Knowledge of HTML, CSS, and JavaScript with ability to build responsive websites and understand basic frontend frameworks."
756,Data Scientist,"Python, Statistics, Pandas, NumPy, Machine Learning",0,Fresher,"Strong foundation in Python, statistics, and machine learning concepts. Ability to analyze data, build basic models, and visualize insights."
757,Web Developer,"HTML, CSS, JavaScript, Responsive Design",0,Fresher,"Knowledge of HTML, CSS, and JavaScript with ability to build responsive websites and understand basic frontend frameworks."
758,Web Developer,"React, Node.js, MongoDB, REST APIs",6,Experienced,Experience building scalable web applications using modern frontend and backend frameworks and REST APIs.
759,Data Scientist,"Python, Statistics, Pandas, NumPy, Machine Learning",0,Fresher,"Strong foundation in Python, statistics, and machine learning concepts. Ability to analyze data, build basic models, and visualize insights."
760,Python Developer,"Python, Django, REST APIs, PostgreSQL",4,Experienced,"Experience developing backend applications, APIs, and automation using Python frameworks."
761,Software Tester,"Selenium, Automation Testing, JIRA",4,Experienced,"Experience in automation testing, frameworks, and defect tracking tools."
762,Web Developer,"HTML, CSS, JavaScript, Responsive Design",0,Fresher,"Knowledge of HTML, CSS, and JavaScript with ability to build responsive websites and understand basic frontend frameworks."
763,Python Developer,"Python, Django, REST APIs, PostgreSQL",5,Experienced,"Experience developing backend applications, APIs, and automation using Python frameworks."
764,Data Scientist,"Python, Statistics, Pandas, NumPy, Machine Learning",0,Fresher,"Strong foundation in Python, statistics, and machine learning concepts. Ability to analyze data, build basic models, and visualize insights."
765,Python Developer,"Python, Git, Flask Basics",0,Fresher,"Basic knowledge of Python programming, scripting, and version control systems."
766,DevOps Engineer,"AWS, Docker, Kubernetes, CI/CD",2,Experienced,"Experience managing CI/CD pipelines, containerization, and cloud infrastructure."
767,Data Scientist,"Python, Machine Learning, Deep Learning, SQL, TensorFlow, AWS",6,Experienced,"Hands-on experience in machine learning, deep learning, model deployment, and large-scale data analysis using Python and cloud tools."
768,Java Developer,"Java, OOPs, Basics of SQL",0,Fresher,"Understanding of Java fundamentals, OOP concepts, and basic database connectivity."
769,Python Developer,"Python, Git, Flask Basics",0,Fresher,"Basic knowledge of Python programming, scripting, and version control systems."
770,Data Analyst,"Excel, SQL, Statistics Basics",0,Fresher,"Ability to work with Excel and SQL to clean, analyze, and present data insights."
771,Data Scientist,"Python, Statistics, Pandas, NumPy, Machine Learning",0,Fresher,"Strong foundation in Python, statistics, and machine learning concepts. Ability to analyze data, build basic models, and visualize insights."
772,DevOps Engineer,"Linux, Git, Cloud Basics",0,Fresher,"Basic understanding of Linux, version control, and cloud fundamentals."
773,DevOps Engineer,"AWS, Docker, Kubernetes, CI/CD",4,Experienced,"Experience managing CI/CD pipelines, containerization, and cloud infrastructure."
774,Software Tester,"Selenium, Automation Testing, JIRA",5,Experienced,"Experience in automation testing, frameworks, and defect tracking tools."
775,DevOps Engineer,"AWS, Docker, Kubernetes, CI/CD",3,Experienced,"Experience managing CI/CD pipelines, containerization, and cloud infrastructure."
776,Data Scientist,"Python, Statistics, Pandas, NumPy, Machine Learning",0,Fresher,"Strong foundation in Python, statistics, and machine learning concepts. Ability to analyze data, build basic models, and visualize insights."
777,Data Analyst,"Excel, SQL, Statistics Basics",0,Fresher,"Ability to work with Excel and SQL to clean, analyze, and present data insights."
778,Data Scientist,"Python, Statistics, Pandas, NumPy, Machine Learning",0,Fresher,"Strong foundation in Python, statistics, and machine learning concepts. Ability to analyze data, build basic models, and visualize insights."
779,DevOps Engineer,"Linux, Git, Cloud Basics",0,Fresher,"Basic understanding of Linux, version control, and cloud fundamentals."
780,Python Developer,"Python, Django, REST APIs, PostgreSQL",3,Experienced,"Experience developing backend applications, APIs, and automation using Python frameworks."
781,Data Analyst,"Excel, SQL, Statistics Basics",0,Fresher,"Ability to work with Excel and SQL to clean, analyze, and present data insights."
782,Data Scientist,"Python, Machine Learning, Deep Learning, SQL, TensorFlow, AWS",5,Experienced,"Hands-on experience in machine learning, deep learning, model deployment, and large-scale data analysis using Python and cloud tools."
783,Data Analyst,"SQL, Power BI, Data Visualization",5,Experienced,"Experience creating dashboards, reports, and insights using BI tools and advanced SQL."
784,DevOps Engineer,"AWS, Docker, Kubernetes, CI/CD",4,Experienced,"Experience managing CI/CD pipelines, containerization, and cloud infrastructure."
785,Software Tester,"Manual Testing, Test Cases, SDLC",0,Fresher,"Knowledge of software testing life cycle, test cases, and manual testing techniques."
786,Data Scientist,"Python, Machine Learning, Deep Learning, SQL, TensorFlow, AWS",6,Experienced,"Hands-on experience in machine learning, deep learning, model deployment, and large-scale data analysis using Python and cloud tools."
787,Java Developer,"Java, OOPs, Basics of SQL",0,Fresher,"Understanding of Java fundamentals, OOP concepts, and basic database connectivity."
788,Data Analyst,"SQL, Power BI, Data Visualization",5,Experienced,"Experience creating dashboards, reports, and insights using BI tools and advanced SQL."
789,Data Scientist,"Python, Machine Learning, Deep Learning, SQL, TensorFlow, AWS",4,Experienced,"Hands-on experience in machine learning, deep learning, model deployment, and large-scale data analysis using Python and cloud tools."
790,Python Developer,"Python, Django, REST APIs, PostgreSQL",3,Experienced,"Experience developing backend applications, APIs, and automation using Python frameworks."
791,Cloud Engineer,"AWS, Azure, Terraform, Cloud Security",5,Experienced,Experience designing and maintaining cloud infrastructure with security best practices.
792,Data Analyst,"Excel, SQL, Statistics Basics",0,Fresher,"Ability to work with Excel and SQL to clean, analyze, and present data insights."
793,DevOps Engineer,"AWS, Docker, Kubernetes, CI/CD",5,Experienced,"Experience managing CI/CD pipelines, containerization, and cloud infrastructure."
794,Python Developer,"Python, Git, Flask Basics",0,Fresher,"Basic knowledge of Python programming, scripting, and version control systems."
795,Data Analyst,"Excel, SQL, Statistics Basics",0,Fresher,"Ability to work with Excel and SQL to clean, analyze, and present data insights."
796,Software Tester,"Manual Testing, Test Cases, SDLC",0,Fresher,"Knowledge of software testing life cycle, test cases, and manual testing techniques."
797,Web Developer,"React, Node.js, MongoDB, REST APIs",6,Experienced,Experience building scalable web applications using modern frontend and backend frameworks and REST APIs.
798,Data Analyst,"Excel, SQL, Statistics Basics",0,Fresher,"Ability to work with Excel and SQL to clean, analyze, and present data insights."
799,DevOps Engineer,"AWS, Docker, Kubernetes, CI/CD",5,Experienced,"Experience managing CI/CD pipelines, containerization, and cloud infrastructure."
800,DevOps Engineer,"AWS, Docker, Kubernetes, CI/CD",4,Experienced,"Experience managing CI/CD pipelines, containerization, and cloud infrastructure."
801,Data Scientist,"Python, Statistics, Pandas, NumPy, Machine Learning",0,Fresher,"Strong foundation in Python, statistics, and machine learning concepts. Ability to analyze data, build basic models, and visualize insights."
802,Data Analyst,"Excel, SQL, Statistics Basics",0,Fresher,"Ability to work with Excel and SQL to clean, analyze, and present data insights."
803,Python Developer,"Python, Git, Flask Basics",0,Fresher,"Basic knowledge of Python programming, scripting, and version control systems."
804,Data Analyst,"Excel, SQL, Statistics Basics",0,Fresher,"Ability to work with Excel and SQL to clean, analyze, and present data insights."
805,Java Developer,"Java, Spring Boot, Hibernate, MySQL",4,Experienced,"Experience in developing enterprise applications using Spring Boot, Hibernate, and relational databases."
806,Data Scientist,"Python, Machine Learning, Deep Learning, SQL, TensorFlow, AWS",2,Experienced,"Hands-on experience in machine learning, deep learning, model deployment, and large-scale data analysis using Python and cloud tools."
807,Data Analyst,"Excel, SQL, Statistics Basics",0,Fresher,"Ability to work with Excel and SQL to clean, analyze, and present data insights."
808,Cloud Engineer,"Cloud Fundamentals, Networking",0,Fresher,"Understanding of cloud concepts, networking, and virtualization."
809,Java Developer,"Java, Spring Boot, Hibernate, MySQL",6,Experienced,"Experience in developing enterprise applications using Spring Boot, Hibernate, and relational databases."
810,Data Scientist,"Python, Machine Learning, Deep Learning, SQL, TensorFlow, AWS",5,Experienced,"Hands-on experience in machine learning, deep learning, model deployment, and large-scale data analysis using Python and cloud tools."
811,Java Developer,"Java, OOPs, Basics of SQL",0,Fresher,"Understanding of Java fundamentals, OOP concepts, and basic database connectivity."
812,Python Developer,"Python, Git, Flask Basics",0,Fresher,"Basic knowledge of Python programming, scripting, and version control systems."
813,Data Scientist,"Python, Statistics, Pandas, NumPy, Machine Learning",0,Fresher,"Strong foundation in Python, statistics, and machine learning concepts. Ability to analyze data, build basic models, and visualize insights."
814,Data Analyst,"Excel, SQL, Statistics Basics",0,Fresher,"Ability to work with Excel and SQL to clean, analyze, and present data insights."
815,Python Developer,"Python, Git, Flask Basics",0,Fresher,"Basic knowledge of Python programming, scripting, and version control systems."
816,Java Developer,"Java, Spring Boot, Hibernate, MySQL",5,Experienced,"Experience in developing enterprise applications using Spring Boot, Hibernate, and relational databases."
817,Web Developer,"React, Node.js, MongoDB, REST APIs",2,Experienced,Experience building scalable web applications using modern frontend and backend frameworks and REST APIs.
818,Data Scientist,"Python, Machine Learning, Deep Learning, SQL, TensorFlow, AWS",3,Experienced,"Hands-on experience in machine learning, deep learning, model deployment, and large-scale data analysis using Python and cloud tools."
819,DevOps Engineer,"Linux, Git, Cloud Basics",0,Fresher,"Basic understanding of Linux, version control, and cloud fundamentals."
820,Data Analyst,"Excel, SQL, Statistics Basics",0,Fresher,"Ability to work with Excel and SQL to clean, analyze, and present data insights."
821,DevOps Engineer,"AWS, Docker, Kubernetes, CI/CD",5,Experienced,"Experience managing CI/CD pipelines, containerization, and cloud infrastructure."
822,Web Developer,"HTML, CSS, JavaScript, Responsive Design",0,Fresher,"Knowledge of HTML, CSS, and JavaScript with ability to build responsive websites and understand basic frontend frameworks."
823,Cloud Engineer,"AWS, Azure, Terraform, Cloud Security",4,Experienced,Experience designing and maintaining cloud infrastructure with security best practices.
824,Software Tester,"Selenium, Automation Testing, JIRA",6,Experienced,"Experience in automation testing, frameworks, and defect tracking tools."
825,Data Scientist,"Python, Machine Learning, Deep Learning, SQL, TensorFlow, AWS",4,Experienced,"Hands-on experience in machine learning, deep learning, model deployment, and large-scale data analysis using Python and cloud tools."
826,Software Tester,"Manual Testing, Test Cases, SDLC",0,Fresher,"Knowledge of software testing life cycle, test cases, and manual testing techniques."
